"Country","GBDCHILDCAUSES","Year","Deaths_0_to_27_Days","Deaths_1_to_59_Months","Deaths_0_to_4_Years"
"Guatemala","Other communicable, perinatal and nutritional conditions","2000","423","1412","1834"
"Guatemala","Congenital anomalies","2013","1435","306","1741"
"Guatemala","Congenital anomalies","2012","1457","347","1804"
"Guatemala","Congenital anomalies","2011","1405","332","1737"
"Guatemala","Congenital anomalies","2010","1441","356","1797"
"Guatemala","Congenital anomalies","2009","1362","351","1712"
"Guatemala","Congenital anomalies","2008","1393","371","1764"
"Guatemala","Congenital anomalies","2007","1306","329","1635"
"Guatemala","Congenital anomalies","2006","1346","369","1715"
"Guatemala","Congenital anomalies","2005","1323","360","1683"
"Guatemala","Congenital anomalies","2004","1306","337","1642"
"Guatemala","Congenital anomalies","2003","1257","331","1588"
"Guatemala","Congenital anomalies","2002","1204","322","1526"
"Guatemala","Congenital anomalies","2001","1141","318","1459"
"Guatemala","Congenital anomalies","2000","1118","303","1421"
"Guatemala","Other noncommunicable diseases","2013","19","830","848"
"Guatemala","Other noncommunicable diseases","2012","19","854","872"
"Guatemala","Other noncommunicable diseases","2011","18","849","867"
"Guatemala","Other noncommunicable diseases","2010","17","875","892"
"Guatemala","Other noncommunicable diseases","2009","17","885","902"
"Guatemala","Other noncommunicable diseases","2008","17","902","919"
"Guatemala","Other noncommunicable diseases","2007","17","920","937"
"Guatemala","Other noncommunicable diseases","2006","17","942","959"
"Guatemala","Other noncommunicable diseases","2005","17","966","983"
"Guatemala","Other noncommunicable diseases","2004","17","903","920"
"Guatemala","Other noncommunicable diseases","2003","18","929","947"
"Guatemala","Other noncommunicable diseases","2002","18","964","982"
"Guatemala","Other noncommunicable diseases","2001","19","1007","1026"
"Guatemala","Other noncommunicable diseases","2000","19","1070","1088"
"Guatemala","Injuries","2013","111","1236","1347"
"Guatemala","Injuries","2012","111","1258","1369"
"Guatemala","Injuries","2011","111","1256","1367"
"Guatemala","Injuries","2010","108","1293","1400"
"Guatemala","Injuries","2009","110","1307","1417"
"Guatemala","Injuries","2008","109","1330","1439"
"Guatemala","Injuries","2007","115","1354","1469"
"Guatemala","Injuries","2006","115","1380","1495"
"Guatemala","Injuries","2005","118","1402","1520"
"Guatemala","Injuries","2004","118","1292","1410"
"Guatemala","Injuries","2003","118","1307","1425"
"Guatemala","Injuries","2002","119","1323","1441"
"Guatemala","Injuries","2001","121","1339","1460"
"Guatemala","Injuries","2000","120","1367","1487"
"Haiti","HIV/AIDS","2013","2","190","191"
"Haiti","HIV/AIDS","2012","2","190","192"
"Haiti","HIV/AIDS","2011","4","347","350"
"Haiti","HIV/AIDS","2010","5","460","465"
"Haiti","HIV/AIDS","2009","5","489","494"
"Haiti","HIV/AIDS","2008","6","564","570"
"Haiti","HIV/AIDS","2007","7","667","674"
"Haiti","HIV/AIDS","2006","8","795","803"
"Haiti","HIV/AIDS","2005","9","910","919"
"Haiti","HIV/AIDS","2004","10","986","996"
"Haiti","HIV/AIDS","2003","10","1035","1045"
"Haiti","HIV/AIDS","2002","11","1089","1100"
"Haiti","HIV/AIDS","2001","12","1148","1160"
"Haiti","HIV/AIDS","2000","12","1211","1223"
"Haiti","Diarrhoeal diseases","2013","60","2249","2309"
"Haiti","Diarrhoeal diseases","2012","63","2239","2302"
"Haiti","Diarrhoeal diseases","2011","65","2350","2415"
"Haiti","Diarrhoeal diseases","2010","67","3727","3795"
"Haiti","Diarrhoeal diseases","2009","74","2601","2675"
"Haiti","Diarrhoeal diseases","2008","76","2762","2838"
"Haiti","Diarrhoeal diseases","2007","80","2912","2992"
"Haiti","Diarrhoeal diseases","2006","84","3066","3150"
"Haiti","Diarrhoeal diseases","2005","86","3235","3321"
"Haiti","Diarrhoeal diseases","2004","90","3446","3537"
"Haiti","Diarrhoeal diseases","2003","93","3693","3786"
"Haiti","Diarrhoeal diseases","2002","103","3965","4067"
"Haiti","Diarrhoeal diseases","2001","114","4263","4377"
"Haiti","Diarrhoeal diseases","2000","124","4573","4697"
"Haiti","Pertussis","2013","15","343","358"
"Haiti","Pertussis","2012","15","343","358"
"Haiti","Pertussis","2011","15","343","358"
"Haiti","Pertussis","2010","15","342","357"
"Haiti","Pertussis","2009","15","343","358"
"Haiti","Pertussis","2008","15","346","361"
"Haiti","Pertussis","2007","14","348","362"
"Haiti","Pertussis","2006","14","351","365"
"Haiti","Pertussis","2005","14","352","366"
"Haiti","Pertussis","2004","15","359","374"
"Haiti","Pertussis","2003","15","364","379"
"Haiti","Pertussis","2002","15","372","387"
"Haiti","Pertussis","2001","15","380","395"
"Haiti","Pertussis","2000","15","385","400"
"Haiti","Tetanus","2013","72","3","75"
"Haiti","Tetanus","2012","76","3","78"
"Haiti","Tetanus","2011","87","3","90"
"Haiti","Tetanus","2010","166","3","169"
"Haiti","Tetanus","2009","97","3","101"
"Haiti","Tetanus","2008","140","4","144"
"Haiti","Tetanus","2007","165","4","169"
"Haiti","Tetanus","2006","209","4","214"
"Haiti","Tetanus","2005","202","5","207"
"Haiti","Tetanus","2004","181","5","186"
"Haiti","Tetanus","2003","214","6","220"
"Haiti","Tetanus","2002","232","6","238"
"Haiti","Tetanus","2001","250","7","257"
"Haiti","Tetanus","2000","274","8","282"
"Haiti","Measles","2013","0","0","0"
"Haiti","Measles","2012","0","0","0"
"Haiti","Measles","2011","0","0","0"
"Haiti","Measles","2010","0","0","0"
"Haiti","Measles","2009","0","0","0"
"Haiti","Measles","2008","0","0","0"
"Haiti","Measles","2007","0","0","0"
"Haiti","Measles","2006","0","0","0"
"Haiti","Measles","2005","0","0","0"
"Haiti","Measles","2004","0","0","0"
"Haiti","Measles","2003","0","0","0"
"Haiti","Measles","2002","0","0","0"
"Haiti","Measles","2001","0","0","0"
"Haiti","Measles","2000","0","0","0"
"Haiti","Meningitis/encephalitis","2013","0","552","552"
"Haiti","Meningitis/encephalitis","2012","0","799","799"
"Haiti","Meningitis/encephalitis","2011","0","824","824"
"Haiti","Meningitis/encephalitis","2010","0","1573","1573"
"Haiti","Meningitis/encephalitis","2009","0","880","880"
"Haiti","Meningitis/encephalitis","2008","0","918","918"
"Haiti","Meningitis/encephalitis","2007","0","951","951"
"Haiti","Meningitis/encephalitis","2006","0","984","984"
"Haiti","Meningitis/encephalitis","2005","0","1020","1020"
"Haiti","Meningitis/encephalitis","2004","0","1068","1068"
"Haiti","Meningitis/encephalitis","2003","0","1126","1126"
"Haiti","Meningitis/encephalitis","2002","0","1189","1189"
"Haiti","Meningitis/encephalitis","2001","0","1259","1259"
"Haiti","Meningitis/encephalitis","2000","0","1329","1329"
"Haiti","Malaria","2013","0","105","105"
"Haiti","Malaria","2012","0","105","105"
"Haiti","Malaria","2011","0","143","143"
"Haiti","Malaria","2010","0","170","170"
"Haiti","Malaria","2009","0","237","237"
"Haiti","Malaria","2008","0","162","162"
"Haiti","Malaria","2007","0","127","127"
"Haiti","Malaria","2006","0","141","141"
"Haiti","Malaria","2005","0","160","160"
"Haiti","Malaria","2004","0","158","158"
"Haiti","Malaria","2003","0","157","157"
"Haiti","Malaria","2002","0","153","153"
"Haiti","Malaria","2001","0","150","150"
"Haiti","Malaria","2000","0","149","149"
"Haiti","Acute lower respiratory infections","2013","326","3518","3844"
"Haiti","Acute lower respiratory infections","2012","339","4023","4362"
"Haiti","Acute lower respiratory infections","2011","349","4074","4423"
"Haiti","Acute lower respiratory infections","2010","591","4453","5044"
"Haiti","Acute lower respiratory infections","2009","382","4204","4586"
"Haiti","Acute lower respiratory infections","2008","388","4310","4698"
"Haiti","Acute lower respiratory infections","2007","405","4388","4793"
"Haiti","Acute lower respiratory infections","2006","428","4462","4890"
"Haiti","Acute lower respiratory infections","2005","441","4545","4986"
"Haiti","Acute lower respiratory infections","2004","458","4672","5130"
"Haiti","Acute lower respiratory infections","2003","480","4828","5308"
"Haiti","Acute lower respiratory infections","2002","506","4995","5501"
"Haiti","Acute lower respiratory infections","2001","533","5172","5705"
"Haiti","Acute lower respiratory infections","2000","558","5340","5898"
"Haiti","Prematurity","2013","2211","524","2735"
"Haiti","Prematurity","2012","2266","502","2768"
"Haiti","Prematurity","2011","2335","511","2845"
"Haiti","Prematurity","2010","2281","484","2766"
"Haiti","Prematurity","2009","2316","521","2838"
"Haiti","Prematurity","2008","2551","529","3079"
"Haiti","Prematurity","2007","2629","532","3162"
"Haiti","Prematurity","2006","2770","533","3303"
"Haiti","Prematurity","2005","2701","536","3237"
"Haiti","Prematurity","2004","2557","542","3099"
"Haiti","Prematurity","2003","2658","553","3211"
"Haiti","Prematurity","2002","2680","561","3241"
"Haiti","Prematurity","2001","2703","569","3273"
"Haiti","Prematurity","2000","2736","574","3311"
"Haiti","Birth asphyxia and birth trauma","2013","1711","480","2191"
"Haiti","Birth asphyxia and birth trauma","2012","1754","460","2213"
"Haiti","Birth asphyxia and birth trauma","2011","1790","463","2253"
"Haiti","Birth asphyxia and birth trauma","2010","1818","569","2386"
"Haiti","Birth asphyxia and birth trauma","2009","1921","463","2383"
"Haiti","Birth asphyxia and birth trauma","2008","1884","465","2349"
"Haiti","Birth asphyxia and birth trauma","2007","1909","464","2372"
"Haiti","Birth asphyxia and birth trauma","2006","1906","462","2368"
"Haiti","Birth asphyxia and birth trauma","2005","1994","462","2456"
"Haiti","Birth asphyxia and birth trauma","2004","2129","466","2595"
"Haiti","Birth asphyxia and birth trauma","2003","2178","472","2650"
"Haiti","Birth asphyxia and birth trauma","2002","2275","478","2753"
"Haiti","Birth asphyxia and birth trauma","2001","2368","482","2850"
"Haiti","Birth asphyxia and birth trauma","2000","2446","483","2930"
"Haiti","Sepsis and other infectious conditions of the newborn","2013","1177","0","1177"
"Haiti","Sepsis and other infectious conditions of the newborn","2012","1205","0","1205"
"Haiti","Sepsis and other infectious conditions of the newborn","2011","1203","0","1203"
"Haiti","Sepsis and other infectious conditions of the newborn","2010","1204","0","1204"
"Haiti","Sepsis and other infectious conditions of the newborn","2009","1254","0","1254"
"Haiti","Sepsis and other infectious conditions of the newborn","2008","1119","0","1119"
"Haiti","Sepsis and other infectious conditions of the newborn","2007","1077","0","1077"
"Haiti","Sepsis and other infectious conditions of the newborn","2006","973","0","973"
"Haiti","Sepsis and other infectious conditions of the newborn","2005","1055","0","1055"
"Haiti","Sepsis and other infectious conditions of the newborn","2004","1185","0","1185"
"Haiti","Sepsis and other infectious conditions of the newborn","2003","1158","0","1158"
"Haiti","Sepsis and other infectious conditions of the newborn","2002","1188","0","1188"
"Haiti","Sepsis and other infectious conditions of the newborn","2001","1215","0","1215"
"Haiti","Sepsis and other infectious conditions of the newborn","2000","1234","0","1234"
"Haiti","Other communicable, perinatal and nutritional conditions","2013","393","1912","2305"
"Haiti","Other communicable, perinatal and nutritional conditions","2012","402","1821","2223"
"Haiti","Other communicable, perinatal and nutritional conditions","2011","399","1847","2245"
"Haiti","Other communicable, perinatal and nutritional conditions","2010","393","2044","2437"
"Haiti","Other communicable, perinatal and nutritional conditions","2009","404","1914","2317"
"Haiti","Other communicable, perinatal and nutritional conditions","2008","388","1966","2354"
"Haiti","Other communicable, perinatal and nutritional conditions","2007","383","2004","2387"
"Haiti","Other communicable, perinatal and nutritional conditions","2006","374","2040","2414"
"Haiti","Other communicable, perinatal and nutritional conditions","2005","382","2082","2464"
"Haiti","Other communicable, perinatal and nutritional conditions","2004","397","2142","2539"
"Haiti","Other communicable, perinatal and nutritional conditions","2003","397","2219","2616"
"Haiti","Other communicable, perinatal and nutritional conditions","2002","406","2299","2705"
"Haiti","Other communicable, perinatal and nutritional conditions","2001","416","2383","2799"
"Haiti","Other communicable, perinatal and nutritional conditions","2000","424","2466","2890"
"Haiti","Congenital anomalies","2013","535","791","1326"
"Haiti","Congenital anomalies","2012","530","758","1288"
"Haiti","Congenital anomalies","2011","525","761","1286"
"Haiti","Congenital anomalies","2010","397","806","1202"
"Haiti","Congenital anomalies","2009","522","737","1259"
"Haiti","Congenital anomalies","2008","497","726","1223"
"Haiti","Congenital anomalies","2007","488","705","1193"
"Haiti","Congenital anomalies","2006","471","687","1158"
"Haiti","Congenital anomalies","2005","477","672","1149"
"Haiti","Congenital anomalies","2004","489","662","1151"
"Haiti","Congenital anomalies","2003","484","663","1147"
"Haiti","Congenital anomalies","2002","486","654","1141"
"Haiti","Congenital anomalies","2001","487","645","1131"
"Haiti","Congenital anomalies","2000","486","636","1122"
"Haiti","Other noncommunicable diseases","2013","17","643","661"
"Haiti","Other noncommunicable diseases","2012","18","613","631"
"Haiti","Other noncommunicable diseases","2011","17","622","638"
"Haiti","Other noncommunicable diseases","2010","16","687","703"
"Haiti","Other noncommunicable diseases","2009","16","644","660"
"Haiti","Other noncommunicable diseases","2008","14","662","676"
"Haiti","Other noncommunicable diseases","2007","14","674","688"
"Haiti","Other noncommunicable diseases","2006","13","687","699"
"Haiti","Other noncommunicable diseases","2005","12","701","713"
"Haiti","Other noncommunicable diseases","2004","13","721","734"
"Haiti","Other noncommunicable diseases","2003","12","747","759"
"Haiti","Other noncommunicable diseases","2002","12","774","786"
"Haiti","Other noncommunicable diseases","2001","12","802","815"
"Haiti","Other noncommunicable diseases","2000","12","830","842"
"Haiti","Injuries","2013","72","1386","1458"
"Haiti","Injuries","2012","74","1315","1390"
"Haiti","Injuries","2011","73","1321","1394"
"Haiti","Injuries","2010","70","26123","26193"
"Haiti","Injuries","2009","71","1342","1413"
"Haiti","Injuries","2008","67","1365","1432"
"Haiti","Injuries","2007","65","1379","1444"
"Haiti","Injuries","2006","62","1392","1454"
"Haiti","Injuries","2005","62","1406","1469"
"Haiti","Injuries","2004","64","1433","1497"
"Haiti","Injuries","2003","63","1468","1531"
"Haiti","Injuries","2002","63","1505","1568"
"Haiti","Injuries","2001","63","1543","1606"
"Haiti","Injuries","2000","63","1577","1640"
"Honduras","HIV/AIDS","2013","1","53","53"
"Honduras","HIV/AIDS","2012","1","52","53"
"Honduras","HIV/AIDS","2011","1","59","60"
"Honduras","HIV/AIDS","2010","1","66","67"
"Honduras","HIV/AIDS","2009","1","78","79"
"Honduras","HIV/AIDS","2008","1","92","93"
"Honduras","HIV/AIDS","2007","1","110","111"
"Honduras","HIV/AIDS","2006","1","138","139"
"Honduras","HIV/AIDS","2005","2","174","176"
"Honduras","HIV/AIDS","2004","2","200","202"
"Honduras","HIV/AIDS","2003","2","228","230"
"Honduras","HIV/AIDS","2002","3","255","258"
"Honduras","HIV/AIDS","2001","3","280","283"
"Honduras","HIV/AIDS","2000","3","302","305"
"Honduras","Diarrhoeal diseases","2013","0","287","287"
"Honduras","Diarrhoeal diseases","2012","0","298","298"
"Honduras","Diarrhoeal diseases","2011","0","300","300"
"Honduras","Diarrhoeal diseases","2010","0","300","300"
"Honduras","Diarrhoeal diseases","2009","0","304","304"
"Honduras","Diarrhoeal diseases","2008","0","339","339"
"Honduras","Diarrhoeal diseases","2007","0","390","390"
"Honduras","Diarrhoeal diseases","2006","0","419","419"
"Honduras","Diarrhoeal diseases","2005","0","428","428"
"Honduras","Diarrhoeal diseases","2004","0","487","487"
"Honduras","Diarrhoeal diseases","2003","0","535","535"
"Honduras","Diarrhoeal diseases","2002","0","548","548"
"Honduras","Diarrhoeal diseases","2001","0","577","577"
"Honduras","Diarrhoeal diseases","2000","0","638","638"
"Honduras","Pertussis","2013","2","39","41"
"Honduras","Pertussis","2012","2","39","41"
"Honduras","Pertussis","2011","2","37","39"
"Honduras","Pertussis","2010","2","36","38"
"Honduras","Pertussis","2009","2","34","36"
"Honduras","Pertussis","2008","2","35","37"
"Honduras","Pertussis","2007","2","35","37"
"Honduras","Pertussis","2006","2","35","37"
"Honduras","Pertussis","2005","2","33","35"
"Honduras","Pertussis","2004","2","34","36"
"Honduras","Pertussis","2003","2","33","35"
"Honduras","Pertussis","2002","2","33","35"
"Honduras","Pertussis","2001","2","33","35"
"Honduras","Pertussis","2000","2","34","36"
"Honduras","Tetanus","2013","23","0","23"
"Honduras","Tetanus","2012","23","0","23"
"Honduras","Tetanus","2011","22","0","22"
"Honduras","Tetanus","2010","23","0","23"
"Honduras","Tetanus","2009","23","0","23"
"Honduras","Tetanus","2008","23","0","23"
"Honduras","Tetanus","2007","23","0","23"
"Honduras","Tetanus","2006","23","0","23"
"Honduras","Tetanus","2005","28","0","28"
"Honduras","Tetanus","2004","25","0","25"
"Honduras","Tetanus","2003","26","0","26"
"Honduras","Tetanus","2002","26","0","26"
"Honduras","Tetanus","2001","28","0","28"
"Honduras","Tetanus","2000","29","0","29"
"Honduras","Measles","2013","0","0","0"
"Honduras","Measles","2012","0","0","0"
"Honduras","Measles","2011","0","0","0"
"Honduras","Measles","2010","0","0","0"
"Honduras","Measles","2009","0","0","0"
"Honduras","Measles","2008","0","0","0"
"Honduras","Measles","2007","0","0","0"
"Honduras","Measles","2006","0","0","0"
"Honduras","Measles","2005","0","0","0"
"Honduras","Measles","2004","0","0","0"
"Honduras","Measles","2003","0","0","0"
"Honduras","Measles","2002","0","0","0"
"Honduras","Measles","2001","0","0","0"
"Honduras","Measles","2000","0","0","0"
"Honduras","Meningitis/encephalitis","2013","0","64","64"
"Honduras","Meningitis/encephalitis","2012","0","68","68"
"Honduras","Meningitis/encephalitis","2011","0","73","73"
"Honduras","Meningitis/encephalitis","2010","0","80","80"
"Honduras","Meningitis/encephalitis","2009","0","85","85"
"Honduras","Meningitis/encephalitis","2008","0","88","88"
"Honduras","Meningitis/encephalitis","2007","0","94","94"
"Honduras","Meningitis/encephalitis","2006","0","99","99"
"Honduras","Meningitis/encephalitis","2005","0","105","105"
"Honduras","Meningitis/encephalitis","2004","0","106","106"
"Honduras","Meningitis/encephalitis","2003","0","110","110"
"Honduras","Meningitis/encephalitis","2002","0","117","117"
"Honduras","Meningitis/encephalitis","2001","0","125","125"
"Honduras","Meningitis/encephalitis","2000","0","132","132"
"Honduras","Malaria","2013","0","1","1"
"Honduras","Malaria","2012","0","1","1"
"Honduras","Malaria","2011","0","1","1"
"Honduras","Malaria","2010","0","1","1"
"Honduras","Malaria","2009","0","2","2"
"Honduras","Malaria","2008","0","1","1"
"Honduras","Malaria","2007","0","1","1"
"Honduras","Malaria","2006","0","1","1"
"Honduras","Malaria","2005","0","2","2"
"Honduras","Malaria","2004","0","1","1"
"Honduras","Malaria","2003","0","1","1"
"Honduras","Malaria","2002","0","1","1"
"Honduras","Malaria","2001","0","1","1"
"Honduras","Malaria","2000","0","2","2"
"Honduras","Acute lower respiratory infections","2013","164","412","576"
"Honduras","Acute lower respiratory infections","2012","167","436","603"
"Honduras","Acute lower respiratory infections","2011","171","462","633"
"Honduras","Acute lower respiratory infections","2010","169","496","666"
"Honduras","Acute lower respiratory infections","2009","171","532","703"
"Honduras","Acute lower respiratory infections","2008","179","545","724"
"Honduras","Acute lower respiratory infections","2007","189","630","819"
"Honduras","Acute lower respiratory infections","2006","193","668","862"
"Honduras","Acute lower respiratory infections","2005","187","704","891"
"Honduras","Acute lower respiratory infections","2004","192","718","909"
"Honduras","Acute lower respiratory infections","2003","193","740","933"
"Honduras","Acute lower respiratory infections","2002","187","788","975"
"Honduras","Acute lower respiratory infections","2001","189","837","1026"
"Honduras","Acute lower respiratory infections","2000","201","889","1090"
"Honduras","Prematurity","2013","1003","102","1105"
"Honduras","Prematurity","2012","1023","104","1128"
"Honduras","Prematurity","2011","1046","110","1155"
"Honduras","Prematurity","2010","1048","110","1158"
"Honduras","Prematurity","2009","1061","109","1171"
"Honduras","Prematurity","2008","1120","94","1214"
"Honduras","Prematurity","2007","1163","97","1260"
"Honduras","Prematurity","2006","1185","92","1277"
"Honduras","Prematurity","2005","1201","97","1299"
"Honduras","Prematurity","2004","1268","92","1360"
"Honduras","Prematurity","2003","1326","89","1415"
"Honduras","Prematurity","2002","1352","94","1447"
"Honduras","Prematurity","2001","1413","97","1510"
"Honduras","Prematurity","2000","1486","89","1575"
"Honduras","Birth asphyxia and birth trauma","2013","380","57","437"
"Honduras","Birth asphyxia and birth trauma","2012","388","58","446"
"Honduras","Birth asphyxia and birth trauma","2011","397","62","458"
"Honduras","Birth asphyxia and birth trauma","2010","400","62","462"
"Honduras","Birth asphyxia and birth trauma","2009","412","62","474"
"Honduras","Birth asphyxia and birth trauma","2008","434","53","487"
"Honduras","Birth asphyxia and birth trauma","2007","455","55","510"
"Honduras","Birth asphyxia and birth trauma","2006","469","53","521"
"Honduras","Birth asphyxia and birth trauma","2005","484","56","540"
"Honduras","Birth asphyxia and birth trauma","2004","512","53","564"
"Honduras","Birth asphyxia and birth trauma","2003","539","52","590"
"Honduras","Birth asphyxia and birth trauma","2002","558","55","613"
"Honduras","Birth asphyxia and birth trauma","2001","590","57","647"
"Honduras","Birth asphyxia and birth trauma","2000","618","52","671"
"Honduras","Sepsis and other infectious conditions of the newborn","2013","318","0","318"
"Honduras","Sepsis and other infectious conditions of the newborn","2012","321","0","321"
"Honduras","Sepsis and other infectious conditions of the newborn","2011","332","0","332"
"Honduras","Sepsis and other infectious conditions of the newborn","2010","379","0","379"
"Honduras","Sepsis and other infectious conditions of the newborn","2009","398","0","398"
"Honduras","Sepsis and other infectious conditions of the newborn","2008","410","0","410"
"Honduras","Sepsis and other infectious conditions of the newborn","2007","382","0","382"
"Honduras","Sepsis and other infectious conditions of the newborn","2006","421","0","421"
"Honduras","Sepsis and other infectious conditions of the newborn","2005","451","0","451"
"Honduras","Sepsis and other infectious conditions of the newborn","2004","411","0","411"
"Honduras","Sepsis and other infectious conditions of the newborn","2003","389","0","389"
"Honduras","Sepsis and other infectious conditions of the newborn","2002","431","0","431"
"Honduras","Sepsis and other infectious conditions of the newborn","2001","400","0","400"
"Honduras","Sepsis and other infectious conditions of the newborn","2000","381","0","381"
"Honduras","Other communicable, perinatal and nutritional conditions","2013","80","383","462"
"Honduras","Other communicable, perinatal and nutritional conditions","2012","83","402","484"
"Honduras","Other communicable, perinatal and nutritional conditions","2011","81","413","494"
"Honduras","Other communicable, perinatal and nutritional conditions","2010","78","424","502"
"Honduras","Other communicable, perinatal and nutritional conditions","2009","77","438","515"
"Honduras","Other communicable, perinatal and nutritional conditions","2008","73","477","550"
"Honduras","Other communicable, perinatal and nutritional conditions","2007","75","515","590"
"Honduras","Other communicable, perinatal and nutritional conditions","2006","74","533","607"
"Honduras","Other communicable, perinatal and nutritional conditions","2005","77","571","648"
"Honduras","Other communicable, perinatal and nutritional conditions","2004","79","642","721"
"Honduras","Other communicable, perinatal and nutritional conditions","2003","86","715","801"
"Honduras","Other communicable, perinatal and nutritional conditions","2002","95","773","868"
"Honduras","Other communicable, perinatal and nutritional conditions","2001","109","853","962"
"Honduras","Other communicable, perinatal and nutritional conditions","2000","116","925","1041"
"Honduras","Congenital anomalies","2013","412","365","778"
"Honduras","Congenital anomalies","2012","417","375","792"
"Honduras","Congenital anomalies","2011","432","385","816"
"Honduras","Congenital anomalies","2010","442","400","842"
"Honduras","Congenital anomalies","2009","449","413","862"
"Honduras","Congenital anomalies","2008","423","410","833"
"Honduras","Congenital anomalies","2007","445","405","850"
"Honduras","Congenital anomalies","2006","437","406","844"
"Honduras","Congenital anomalies","2005","441","409","850"
"Honduras","Congenital anomalies","2004","439","399","837"
"Honduras","Congenital anomalies","2003","438","394","832"
"Honduras","Congenital anomalies","2002","447","403","850"
"Honduras","Congenital anomalies","2001","475","411","886"
"Honduras","Congenital anomalies","2000","470","418","888"
"Honduras","Other noncommunicable diseases","2013","5","330","335"
"Honduras","Other noncommunicable diseases","2012","5","341","346"
"Honduras","Other noncommunicable diseases","2011","5","350","355"
"Honduras","Other noncommunicable diseases","2010","5","368","372"
"Honduras","Other noncommunicable diseases","2009","4","381","385"
"Honduras","Other noncommunicable diseases","2008","4","404","408"
"Honduras","Other noncommunicable diseases","2007","4","332","336"
"Honduras","Other noncommunicable diseases","2006","4","342","345"
"Honduras","Other noncommunicable diseases","2005","4","358","362"
"Honduras","Other noncommunicable diseases","2004","4","355","358"
"Honduras","Other noncommunicable diseases","2003","4","360","364"
"Honduras","Other noncommunicable diseases","2002","4","378","382"
"Honduras","Other noncommunicable diseases","2001","5","372","376"
"Honduras","Other noncommunicable diseases","2000","5","385","390"
"Honduras","Injuries","2013","29","103","132"
"Honduras","Injuries","2012","30","109","138"
"Honduras","Injuries","2011","33","114","147"
"Honduras","Injuries","2010","35","122","157"
"Honduras","Injuries","2009","39","127","166"
"Honduras","Injuries","2008","46","129","174"
"Honduras","Injuries","2007","54","123","177"
"Honduras","Injuries","2006","63","125","188"
"Honduras","Injuries","2005","75","120","195"
"Honduras","Injuries","2004","96","112","208"
"Honduras","Injuries","2003","103","106","209"
"Honduras","Injuries","2002","105","104","209"
"Honduras","Injuries","2001","110","102","211"
"Honduras","Injuries","2000","115","104","220"
"Jamaica","HIV/AIDS","2013","0","11","11"
"Jamaica","HIV/AIDS","2012","0","12","12"
"Jamaica","HIV/AIDS","2011","0","12","12"
"Jamaica","HIV/AIDS","2010","0","12","12"
"Jamaica","HIV/AIDS","2009","0","14","14"
"Jamaica","HIV/AIDS","2008","0","15","15"
"Jamaica","HIV/AIDS","2007","0","27","27"
"Jamaica","HIV/AIDS","2006","1","50","51"
"Jamaica","HIV/AIDS","2005","1","79","80"
"Jamaica","HIV/AIDS","2004","1","97","98"
"Jamaica","HIV/AIDS","2003","1","105","106"
"Jamaica","HIV/AIDS","2002","1","111","112"
"Jamaica","HIV/AIDS","2001","1","118","119"
"Jamaica","HIV/AIDS","2000","1","122","123"
"Jamaica","Diarrhoeal diseases","2013","0","20","20"
"Jamaica","Diarrhoeal diseases","2012","0","21","21"
"Jamaica","Diarrhoeal diseases","2011","0","25","25"
"Jamaica","Diarrhoeal diseases","2010","0","25","25"
"Jamaica","Diarrhoeal diseases","2009","0","27","27"
"Jamaica","Diarrhoeal diseases","2008","0","27","27"
"Jamaica","Diarrhoeal diseases","2007","0","28","28"
"Jamaica","Diarrhoeal diseases","2006","0","26","26"
"Jamaica","Diarrhoeal diseases","2005","0","24","24"
"Jamaica","Diarrhoeal diseases","2004","0","25","25"
"Jamaica","Diarrhoeal diseases","2003","0","30","30"
"Jamaica","Diarrhoeal diseases","2002","0","34","34"
"Jamaica","Diarrhoeal diseases","2001","0","36","36"
"Jamaica","Diarrhoeal diseases","2000","0","45","45"
"Jamaica","Pertussis","2013","0","9","9"
"Jamaica","Pertussis","2012","0","9","9"
"Jamaica","Pertussis","2011","1","10","11"
"Jamaica","Pertussis","2010","1","10","11"
"Jamaica","Pertussis","2009","0","9","9"
"Jamaica","Pertussis","2008","0","9","9"
"Jamaica","Pertussis","2007","0","8","8"
"Jamaica","Pertussis","2006","0","8","8"
"Jamaica","Pertussis","2005","0","8","8"
"Jamaica","Pertussis","2004","0","8","8"
"Jamaica","Pertussis","2003","0","8","8"
"Jamaica","Pertussis","2002","0","9","9"
"Jamaica","Pertussis","2001","0","9","9"
"Jamaica","Pertussis","2000","1","10","11"
"Jamaica","Tetanus","2013","2","0","2"
"Jamaica","Tetanus","2012","3","0","3"
"Jamaica","Tetanus","2011","3","0","3"
"Jamaica","Tetanus","2010","3","0","3"
"Jamaica","Tetanus","2009","3","0","3"
"Jamaica","Tetanus","2008","3","0","3"
"Jamaica","Tetanus","2007","3","0","3"
"Jamaica","Tetanus","2006","3","0","3"
"Jamaica","Tetanus","2005","3","0","3"
"Jamaica","Tetanus","2004","3","0","3"
"Jamaica","Tetanus","2003","3","0","3"
"Jamaica","Tetanus","2002","3","0","3"
"Jamaica","Tetanus","2001","4","0","4"
"Jamaica","Tetanus","2000","4","0","4"
"Jamaica","Measles","2013","0","0","0"
"Jamaica","Measles","2012","0","0","0"
"Jamaica","Measles","2011","0","0","0"
"Jamaica","Measles","2010","0","0","0"
"Jamaica","Measles","2009","0","0","0"
"Jamaica","Measles","2008","0","0","0"
